nameofissuer	titleofclass	cusip	value	shrsorprnamt	investmentdiscretion	votingauthority	putcall
UGI CORP NEW	COM	902681105	4670	87528 SH	SOLE	87528 0 0	N/A
ULTA BEAUTY INC	COM	90384S303	843	3456 SH	SOLE	3456 0 0	N/A
ULTIMATE SOFTWARE GROUP INC	COM	90385D107	311	1298 SH	SOLE	1298 0 0	N/A
ULTRA PETROLEUM CORP	COM NEW	903914208	7	13222 SH	SOLE	13222 0 0	N/A
UMB FINL CORP	COM	902788108	229	3753 SH	SOLE	3753 0 0	N/A
UMPQUA HLDGS CORP	COM	904214103	163	10250 SH	SOLE	10250 0 0	N/A
UNDER ARMOUR INC	CL A	904311107	499	28157 SH	SOLE	28157 0 0	N/A
UNDER ARMOUR INC	CL C	904311206	369	23119 SH	SOLE	23119 0 0	N/A
UNILEVER N V	N Y SHS NEW	904784709	11308	210193 SH	SOLE	210193 0 0	N/A
UNILEVER PLC	SPON ADR NEW	904767704	2844	54578 SH	SOLE	54578 0 0	N/A
UNION BANKSHARES CORP NEW	COM	90539J109	253	8949 SH	SOLE	8949 0 0	N/A
UNION PAC CORP	COM	907818108	40656	294104 SH	SOLE	294104 0 0	N/A
UNITED BANKSHARES INC WEST V	COM	909907107	277	8851 SH	SOLE	8851 0 0	N/A
UNITED CMNTY FINL CORP OHIO	COM	909839102	265	29988 SH	SOLE	29988 0 0	N/A
UNITED CONTL HLDGS INC	COM	910047109	3073	36671 SH	SOLE	36671 0 0	N/A
UNITED NAT FOODS INC	COM	911163103	323	31449 SH	SOLE	31449 0 0	N/A
UNITED PARCEL SERVICE INC	CL B	911312106	85512	876220 SH	SOLE	876220 0 0	N/A
UNITED PARCEL SERVICE INC	CL B	911312106	10	2900 SH	SOLE	2900 0 0	Call
UNITED RENTALS INC	COM	911363109	6053	59610 SH	SOLE	59610 0 0	N/A
UNITED STATES OIL FUND LP	UNITS	91232N108	680	70480 SH	SOLE	70480 0 0	N/A
UNITED TECHNOLOGIES CORP	COM	913017109	28251	265666 SH	SOLE	265666 0 0	N/A
UNITED THERAPEUTICS CORP DEL	COM	91307C102	2806	26148 SH	SOLE	26148 0 0	N/A
UNITEDHEALTH GROUP INC	COM	91324P102	51772	208736 SH	SOLE	208736 0 0	N/A
UNITEDHEALTH GROUP INC	COM	91324P102	39	14300 SH	SOLE	14300 0 0	Put
UNIVERSAL DISPLAY CORP	COM	91347P105	1342	14326 SH	SOLE	14326 0 0	N/A
UNIVERSAL DISPLAY CORP	COM	91347P105	1	200 SH	SOLE	200 0 0	Call
UNUM GROUP	COM	91529Y106	250	8534 SH	SOLE	8534 0 0	N/A
UPLAND SOFTWARE INC	COM	91544A109	228	8415 SH	SOLE	8415 0 0	N/A
URANIUM ENERGY CORP	COM	916896103	24	18903 SH	SOLE	18903 0 0	N/A
US BANCORP DEL	COM NEW	902973304	18672	408525 SH	SOLE	408525 0 0	N/A
USA TECHNOLOGIES INC	COM NO PAR	90328S500	783	202711 SH	SOLE	202711 0 0	N/A
V F CORP	COM	918204108	2867	40174 SH	SOLE	40174 0 0	N/A
VAIL RESORTS INC	COM	91879Q109	382	1810 SH	SOLE	1810 0 0	N/A
VALE S A	ADR	91912E105	136	10273 SH	SOLE	10273 0 0	N/A
VALERO ENERGY CORP NEW	COM	91913Y100	10257	137146 SH	SOLE	137146 0 0	N/A
VALERO ENERGY PARTNERS LP	COM UNT REP LP	91914J102	3584	84951 SH	SOLE	84951 0 0	N/A
VALLEY NATL BANCORP	COM	919794107	206	22992 SH	SOLE	22992 0 0	N/A
VANDA PHARMACEUTICALS INC	COM	921659108	249	9539 SH	SOLE	9539 0 0	N/A
VANECK MERK GOLD TRUST	GOLD TRUST	921078101	3142	249575 SH	SOLE	249575 0 0	N/A
VANECK VECTORS ETF TR	AMT FREE INT ETF	92189H201	367	7748 SH	SOLE	7748 0 0	N/A
VANECK VECTORS ETF TR	AMT FREE SHORT M	92189F528	498	28743 SH	SOLE	28743 0 0	N/A
VANECK VECTORS ETF TR	BIOTECH ETF	92189F726	1422	12870 SH	SOLE	12870 0 0	N/A
VANECK VECTORS ETF TR	GLOBAL ALTER ETF	92189F502	2947	53876 SH	SOLE	53876 0 0	N/A
VANECK VECTORS ETF TR	GOLD MINERS ETF	92189F106	2	2000 SH	SOLE	2000 0 0	Call
VANECK VECTORS ETF TR	GOLD MINERS ETF	92189F106	2157	102425 SH	SOLE	102425 0 0	N/A
VANECK VECTORS ETF TR	HIGH YLD MUN ETF	92189H409	1292	21173 SH	SOLE	21173 0 0	N/A
VANECK VECTORS ETF TR	INVT GRADE FLTG	92189F486	626	25435 SH	SOLE	25435 0 0	N/A
VANECK VECTORS ETF TR	JP MORGAN MKTS	92189H300	650	19712 SH	SOLE	19712 0 0	N/A
VANECK VECTORS ETF TR	JR GOLD MINERS E	92189F791	1117	37013 SH	SOLE	37013 0 0	N/A
VANECK VECTORS ETF TR	MORNINGSTAR WIDE	92189F643	640	15550 SH	SOLE	15550 0 0	N/A
VANECK VECTORS ETF TR	NAT RES ETF	92189F841	549	17080 SH	SOLE	17080 0 0	N/A
VANECK VECTORS ETF TR	RETAIL ETF	92189F684	983	10497 SH	SOLE	10497 0 0	N/A
VANECK VECTORS ETF TR	SEMICONDUCTOR ET	92189F676	3341	38318 SH	SOLE	38318 0 0	N/A
VANECK VECTORS ETF TR	VIETNAM ETF	92189F817	2108	142820 SH	SOLE	142820 0 0	N/A
VANGUARD ADMIRAL FDS INC	500 GRTH IDX F	921932505	333	2476 SH	SOLE	2476 0 0	N/A
VANGUARD ADMIRAL FDS INC	SMLCP 600 GRTH	921932794	407	2930 SH	SOLE	2930 0 0	N/A
VANGUARD ADMIRAL FDS INC	SMLCP 600 VAL	921932778	309	2714 SH	SOLE	2714 0 0	N/A
VANGUARD BD INDEX FD INC	INTERMED TERM	921937819	2589	31887 SH	SOLE	31887 0 0	N/A
VANGUARD BD INDEX FD INC	LONG TERM BOND	921937793	617	7078 SH	SOLE	7078 0 0	N/A
VANGUARD BD INDEX FD INC	SHORT TRM BOND	921937827	20512	260861 SH	SOLE	260861 0 0	N/A
VANGUARD BD INDEX FD INC	TOTAL BND MRKT	921937835	22844	288260 SH	SOLE	288260 0 0	N/A
VANGUARD CHARLOTTE FDS	INTL BD IDX ETF	92203J407	5717	105522 SH	SOLE	105522 0 0	N/A
VANGUARD GROUP	DIV APP ETF	921908844	97744	997936 SH	SOLE	997936 0 0	N/A
VANGUARD INDEX FDS	EXTEND MKT ETF	922908652	15222	152604 SH	SOLE	152604 0 0	N/A
VANGUARD INDEX FDS	GROWTH ETF	922908736	63780	474914 SH	SOLE	474914 0 0	N/A
VANGUARD INDEX FDS	LARGE CAP ETF	922908637	7835	68240 SH	SOLE	68240 0 0	N/A
VANGUARD INDEX FDS	MCAP GR IDXVIP	922908538	3056	25492 SH	SOLE	25492 0 0	N/A
VANGUARD INDEX FDS	MCAP VL IDXVIP	922908512	1065	11177 SH	SOLE	11177 0 0	N/A
VANGUARD INDEX FDS	MID CAP ETF	922908629	18130	131239 SH	SOLE	131239 0 0	N/A
VANGUARD INDEX FDS	REAL ESTATE ETF	922908553	31977	428752 SH	SOLE	428752 0 0	N/A
VANGUARD INDEX FDS	S&P 500 ETF SHS	922908363	40288	175319 SH	SOLE	175319 0 0	N/A
VANGUARD INDEX FDS	SM CP VAL ETF	922908611	9994	87742 SH	SOLE	87742 0 0	N/A
VANGUARD INDEX FDS	SMALL CP ETF	922908751	22660	171643 SH	SOLE	171643 0 0	N/A
VANGUARD INDEX FDS	SML CP GRW ETF	922908595	5374	35654 SH	SOLE	35654 0 0	N/A
VANGUARD INDEX FDS	TOTAL STK MKT	922908769	67125	525874 SH	SOLE	525874 0 0	N/A
VANGUARD INDEX FDS	VALUE ETF	922908744	28959	295460 SH	SOLE	295460 0 0	N/A
VANGUARD INTL EQUITY INDEX F	ALLWRLD EX US	922042775	24478	536902 SH	SOLE	536902 0 0	N/A
VANGUARD INTL EQUITY INDEX F	FTSE EMR MKT ETF	922042858	36706	964879 SH	SOLE	964879 0 0	N/A
VANGUARD INTL EQUITY INDEX F	FTSE EUROPE ETF	922042874	7507	154149 SH	SOLE	154149 0 0	N/A
VANGUARD INTL EQUITY INDEX F	FTSE PACIFIC ETF	922042866	598	9957 SH	SOLE	9957 0 0	N/A
VANGUARD INTL EQUITY INDEX F	FTSE SMCAP ETF	922042718	298	3149 SH	SOLE	3149 0 0	N/A
VANGUARD INTL EQUITY INDEX F	GLB EX US ETF	922042676	2029	38774 SH	SOLE	38774 0 0	N/A
VANGUARD INTL EQUITY INDEX F	TT WRLD ST ETF	922042742	9652	147801 SH	SOLE	147801 0 0	N/A
VANGUARD MALVERN FDS	STRM INFPROIDX	922020805	646	13529 SH	SOLE	13529 0 0	N/A
VANGUARD MUN BD FD INC	TAX EXEMPT BD	922907746	1996	39119 SH	SOLE	39119 0 0	N/A
VANGUARD SCOTTSDALE FDS	INT-TERM CORP	92206C870	3394	40953 SH	SOLE	40953 0 0	N/A
VANGUARD SCOTTSDALE FDS	MORTG-BACK SEC	92206C771	2709	52621 SH	SOLE	52621 0 0	N/A
VANGUARD SCOTTSDALE FDS	SHORT TERM TREAS	92206C102	10119	168411 SH	SOLE	168411 0 0	N/A
VANGUARD SCOTTSDALE FDS	SHRT TRM CORP BD	92206C409	6780	86925 SH	SOLE	86925 0 0	N/A
VANGUARD SCOTTSDALE FDS	VNG RUS1000GRW	92206C680	2581	19189 SH	SOLE	19189 0 0	N/A
VANGUARD SCOTTSDALE FDS	VNG RUS1000IDX	92206C730	2176	19002 SH	SOLE	19002 0 0	N/A
VANGUARD SCOTTSDALE FDS	VNG RUS1000VAL	92206C714	808	8300 SH	SOLE	8300 0 0	N/A
VANGUARD SCOTTSDALE FDS	VNG RUS2000GRW	92206C623	1524	12508 SH	SOLE	12508 0 0	N/A
VANGUARD SCOTTSDALE FDS	VNG RUS2000IDX	92206C664	657	6115 SH	SOLE	6115 0 0	N/A
VANGUARD SCOTTSDALE FDS	VNG RUS2000VAL	92206C649	201	2157 SH	SOLE	2157 0 0	N/A
VANGUARD STAR FD	VG TL INTL STK F	921909768	28710	607593 SH	SOLE	607593 0 0	N/A
VANGUARD TAX MANAGED INTL FD	FTSE DEV MKT ETF	921943858	48147	1298554 SH	SOLE	1298554 0 0	N/A
VANGUARD WHITEHALL FDS INC	HIGH DIV YLD	921946406	14692	188396 SH	SOLE	188396 0 0	N/A
VANGUARD WHITEHALL FDS INC	INTL DVD ETF	921946810	7088	123060 SH	SOLE	123060 0 0	N/A
VANGUARD WORLD FD	MEGA CAP INDEX	921910873	1223	14070 SH	SOLE	14070 0 0	N/A
VANGUARD WORLD FD	MEGA CAP VAL ETF	921910840	16603	232259 SH	SOLE	232259 0 0	N/A
VANGUARD WORLD FD	MEGA GRWTH IND	921910816	17515	163725 SH	SOLE	163725 0 0	N/A
VANGUARD WORLD FDS	COMM SRVC ETF	92204A884	243	3254 SH	SOLE	3254 0 0	N/A
VANGUARD WORLD FDS	CONSUM DIS ETF	92204A108	5745	38185 SH	SOLE	38185 0 0	N/A
VANGUARD WORLD FDS	CONSUM STP ETF	92204A207	6921	52786 SH	SOLE	52786 0 0	N/A
VANGUARD WORLD FDS	ENERGY ETF	92204A306	1112	14437 SH	SOLE	14437 0 0	N/A
VANGUARD WORLD FDS	FINANCIALS ETF	92204A405	8159	137240 SH	SOLE	137240 0 0	N/A
VANGUARD WORLD FDS	HEALTH CAR ETF	92204A504	7392	46123 SH	SOLE	46123 0 0	N/A
VANGUARD WORLD FDS	INDUSTRIAL ETF	92204A603	2322	19326 SH	SOLE	19326 0 0	N/A
VANGUARD WORLD FDS	INF TECH ETF	92204A702	28807	172090 SH	SOLE	172090 0 0	N/A
VANGUARD WORLD FDS	MATERIALS ETF	92204A801	532	4826 SH	SOLE	4826 0 0	N/A
VANGUARD WORLD FDS	UTILITIES ETF	92204A876	2505	21248 SH	SOLE	21248 0 0	N/A
VAREX IMAGING CORP	COM	92214X106	652	28470 SH	SOLE	28470 0 0	N/A
VARIAN MED SYS INC	COM	92220P105	3070	27106 SH	SOLE	27106 0 0	N/A
VECTOR GROUP LTD	COM	92240M108	1150	118225 SH	SOLE	118225 0 0	N/A
VECTREN CORP	COM	92240G101	299	4158 SH	SOLE	4158 0 0	N/A
VEEVA SYS INC	CL A COM	922475108	2	200 SH	SOLE	200 0 0	Call
VEEVA SYS INC	CL A COM	922475108	1335	14899 SH	SOLE	14899 0 0	N/A
VENTAS INC	COM	92276F100	5160	87806 SH	SOLE	87806 0 0	N/A
VEREIT INC	COM	92339V100	110	15326 SH	SOLE	15326 0 0	N/A
VERISIGN INC	COM	92343E102	382	2575 SH	SOLE	2575 0 0	N/A
VERISK ANALYTICS INC	COM	92345Y106	937	8540 SH	SOLE	8540 0 0	N/A
VERIZON COMMUNICATIONS INC	COM	92343V104	108165	1924797 SH	SOLE	1924797 0 0	N/A
VERMILLION INC	COM NEW	92407M206	9	30000 SH	SOLE	30000 0 0	N/A
VERTEX PHARMACEUTICALS INC	COM	92532F100	1135	6898 SH	SOLE	6898 0 0	N/A
VIACOM INC NEW	CL B	92553P201	1708	66094 SH	SOLE	66094 0 0	N/A
VIACOM INC NEW	CL B	92553P201	14	5000 SH	SOLE	5000 0 0	Call
VICTORY PORTFOLIOS II	VCSHS US EQ INCM	92647N824	1198	28291 SH	SOLE	28291 0 0	N/A
VICTORY PORTFOLIOS II	VCSHS US LRG CAP	92647N865	221	5339 SH	SOLE	5339 0 0	N/A
VICTORY PORTFOLIOS II	VCSHS US SMCP HG	92647N873	3547	87974 SH	SOLE	87974 0 0	N/A
VIEWRAY INC	COM	92672L107	115	18964 SH	SOLE	18964 0 0	N/A
VIKING THERAPEUTICS INC	COM	92686J106	167	21848 SH	SOLE	21848 0 0	N/A
VIPSHOP HLDGS LTD	SPONSORED ADR	92763W103	0	500 SH	SOLE	500 0 0	Call
VIPSHOP HLDGS LTD	SPONSORED ADR	92763W103	262	47977 SH	SOLE	47977 0 0	N/A
VIRNETX HLDG CORP	COM	92823T108	27	11500 SH	SOLE	11500 0 0	N/A
VIRTU FINL INC	CL A	928254101	3522	136840 SH	SOLE	136840 0 0	N/A
VISA INC	COM CL A	92826C839	51096	387000 SH	SOLE	387000 0 0	N/A
VISTAGEN THERAPEUTICS INC	COM NEW	92840H202	46	31295 SH	SOLE	31295 0 0	N/A
VIVEVE MED INC	COM NEW	92852W204	2003	1910951 SH	SOLE	1910951 0 0	N/A
VMWARE INC	CL A COM	928563402	1316	9618 SH	SOLE	9618 0 0	N/A
VODAFONE GROUP PLC NEW	SPONSORED ADR	92857W308	8812	457303 SH	SOLE	457303 0 0	N/A
VORNADO RLTY TR	SH BEN INT	929042109	3478	56497 SH	SOLE	56497 0 0	N/A
VOYA FINL INC	COM	929089100	493	12363 SH	SOLE	12363 0 0	N/A
VOYA GLBL EQTY DIV & PREM OP	COM	92912T100	115	19476 SH	SOLE	19476 0 0	N/A
VULCAN MATLS CO	COM	929160109	3566	36109 SH	SOLE	36109 0 0	N/A
W P CAREY INC	COM	92936U109	6584	100570 SH	SOLE	100570 0 0	N/A
W R BERKLEY CORPORATION	COM	084423102	441	5977 SH	SOLE	5977 0 0	N/A
WABCO HLDGS INC	COM	92927K102	825	7671 SH	SOLE	7671 0 0	N/A
WADDELL & REED FINL INC	CL A	930059100	185	10226 SH	SOLE	10226 0 0	N/A
WALGREENS BOOTS ALLIANCE INC	COM	931427108	20587	301784 SH	SOLE	301784 0 0	N/A
WALMART INC	COM	931142103	66103	709683 SH	SOLE	709683 0 0	N/A
WALMART INC	COM	931142103	82	33500 SH	SOLE	33500 0 0	Call
WALMART INC	COM	931142103	97	43500 SH	SOLE	43500 0 0	Put
WASHINGTON REAL ESTATE INVT	SH BEN INT	939653101	391	16926 SH	SOLE	16926 0 0	N/A
WASTE MGMT INC DEL	COM	94106L109	4618	51939 SH	SOLE	51939 0 0	N/A
WATERS CORP	COM	941848103	243	1287 SH	SOLE	1287 0 0	N/A
WATSCO INC	COM	942622200	1048	7476 SH	SOLE	7476 0 0	N/A
WEATHERFORD INTL PLC	ORD SHS	G48833100	99	180643 SH	SOLE	180643 0 0	N/A
WEC ENERGY GROUP INC	COM	92939U106	3251	47026 SH	SOLE	47026 0 0	N/A
WEIBO CORP	SPONSORED ADR	948596101	2559	43651 SH	SOLE	43651 0 0	N/A
WEINGARTEN RLTY INVS	SH BEN INT	948741103	565	22732 SH	SOLE	22732 0 0	N/A
WELLS FARGO CO NEW	COM	949746101	21258	461064 SH	SOLE	461064 0 0	N/A
WELLS FARGO CO NEW	PERP PFD CNV A	949746804	211	168 SH	SOLE	168 0 0	N/A
WELLTOWER INC	COM	95040Q104	1859	26770 SH	SOLE	26770 0 0	N/A
WENDYS CO	COM	95058W100	485	30874 SH	SOLE	30874 0 0	N/A
WESCO AIRCRAFT HLDGS INC	COM	950814103	150	19000 SH	SOLE	19000 0 0	N/A
WEST PHARMACEUTICAL SVSC INC	COM	955306105	423	4289 SH	SOLE	4289 0 0	N/A
WESTERN ALLIANCE BANCORP	COM	957638109	2060	52158 SH	SOLE	52158 0 0	N/A
WESTERN ASSET HIGH INCM FD I	COM	95766J102	79	13861 SH	SOLE	13861 0 0	N/A
WESTERN ASSET VAR RT STRG FD	COM	957667108	269	17823 SH	SOLE	17823 0 0	N/A
WESTERN ASST MNGD MUN FD INC	COM	95766M105	2986	235297 SH	SOLE	235297 0 0	N/A
WESTERN AST INFL LKD OPP & I	COM	95766R104	8104	799245 SH	SOLE	799245 0 0	N/A
WESTERN DIGITAL CORP	COM	958102105	5497	148545 SH	SOLE	148545 0 0	N/A
WESTERN GAS EQUITY PARTNERS	COMUNT LTD PT	95825R103	8402	302982 SH	SOLE	302982 0 0	N/A
WESTERN GAS PARTNERS LP	COM UNIT LP IN	958254104	11571	273881 SH	SOLE	273881 0 0	N/A
WESTERN UN CO	COM	959802109	872	51090 SH	SOLE	51090 0 0	N/A
WESTPAC BKG CORP	SPONSORED ADR	961214301	634	36453 SH	SOLE	36453 0 0	N/A
WESTPORT FUEL SYSTEMS INC	COM NEW	960908309	21	15027 SH	SOLE	15027 0 0	N/A
WESTROCK CO	COM	96145D105	2313	61426 SH	SOLE	61426 0 0	N/A
WEX INC	COM	96208T104	281	2000 SH	SOLE	2000 0 0	N/A
WEYERHAEUSER CO	COM	962166104	2462	112691 SH	SOLE	112691 0 0	N/A
WHIRLPOOL CORP	COM	963320106	2116	19776 SH	SOLE	19776 0 0	N/A
WHITE MTNS INS GROUP LTD	COM	G9618E107	9195	10721 SH	SOLE	10721 0 0	N/A
WILDHORSE RESOURCE DEV CORP	COM	96812T102	2487	176273 SH	SOLE	176273 0 0	N/A
WILLIAMS COS INC DEL	COM	969457100	5804	263381 SH	SOLE	263381 0 0	N/A
WILLIAMS SONOMA INC	COM	969904101	4050	80239 SH	SOLE	80239 0 0	N/A
WILLIS TOWERS WATSON PUB LTD	SHS	G96629103	3861	25515 SH	SOLE	25515 0 0	N/A
WINGSTOP INC	COM	974155103	281	4396 SH	SOLE	4396 0 0	N/A
WINTRUST FINL CORP	COM	97650W108	721	10830 SH	SOLE	10830 0 0	N/A
WIPRO LTD	SPON ADR 1 SH	97651M109	259	50740 SH	SOLE	50740 0 0	N/A
WISDOMTREE CONTINUOUS COMMOD	SHS BEN INT	97718W108	396	22535 SH	SOLE	22535 0 0	N/A
WISDOMTREE TR	BLMBG US BULL	97717W471	904	33284 SH	SOLE	33284 0 0	N/A
WISDOMTREE TR	EMER MKT HIGH FD	97717W315	6019	149956 SH	SOLE	149956 0 0	N/A
WISDOMTREE TR	EUROPE HEDGED EQ	97717X701	3702	65565 SH	SOLE	65565 0 0	N/A
WISDOMTREE TR	EUROPE SMCP DV	97717W869	6297	117830 SH	SOLE	117830 0 0	N/A
WISDOMTREE TR	FLOATNG RAT TREA	97717X628	13804	550285 SH	SOLE	550285 0 0	N/A
WISDOMTREE TR	FUTRE STRAT FD	97717W125	1257	32440 SH	SOLE	32440 0 0	N/A
WISDOMTREE TR	HEDGED HI YLD BD	97717W430	1042	46741 SH	SOLE	46741 0 0	N/A
WISDOMTREE TR	INTL EQUITY FD	97717W703	1331	28555 SH	SOLE	28555 0 0	N/A
WISDOMTREE TR	INTL SMCAP DIV	97717W760	4588	76106 SH	SOLE	76106 0 0	N/A
WISDOMTREE TR	ITL HIGH DIV FD	97717W802	318	8635 SH	SOLE	8635 0 0	N/A
WISDOMTREE TR	JAPN HEDGE EQT	97717W851	8167	175900 SH	SOLE	175900 0 0	N/A
WISDOMTREE TR	JP SMALLCP DIV	97717W836	7326	113597 SH	SOLE	113597 0 0	N/A
WISDOMTREE TR	US DIVID EX FNCL	97717W406	349	4552 SH	SOLE	4552 0 0	N/A
WISDOMTREE TR	US HIGH DIVIDEND	97717W208	1922	29459 SH	SOLE	29459 0 0	N/A
WISDOMTREE TR	US LARGECAP DIVD	97717W307	2159	25605 SH	SOLE	25605 0 0	N/A
WISDOMTREE TR	US MIDCAP DIVID	97717W505	2141	67964 SH	SOLE	67964 0 0	N/A
WISDOMTREE TR	US MIDCP EARNING	97717W570	10125	295179 SH	SOLE	295179 0 0	N/A
WISDOMTREE TR	US QTLY DIV GRT	97717X669	29293	764481 SH	SOLE	764481 0 0	N/A
WISDOMTREE TR	US S CAP QTY DIV	97717X651	545	17996 SH	SOLE	17996 0 0	N/A
WISDOMTREE TR	US SMALLCAP DIVD	97717W604	1727	70429 SH	SOLE	70429 0 0	N/A
WISDOMTREE TR	US SMALLCP ERNGS	97717W562	6399	199706 SH	SOLE	199706 0 0	N/A
WISDOMTREE TR	US TOTAL DIVIDND	97717W109	8135	96125 SH	SOLE	96125 0 0	N/A
WOLVERINE WORLD WIDE INC	COM	978097103	360	11221 SH	SOLE	11221 0 0	N/A
WOODWARD INC	COM	980745103	200	2669 SH	SOLE	2669 0 0	N/A
WORKDAY INC	CL A	98138H101	17092	106865 SH	SOLE	106865 0 0	N/A
WORKIVA INC	COM CL A	98139A105	1835	51100 SH	SOLE	51100 0 0	N/A
WORLD GOLD TR	SPDR GLD MINIS	98149E204	1662	129718 SH	SOLE	129718 0 0	N/A
WORLDPAY INC	CL A	981558109	766	10029 SH	SOLE	10029 0 0	N/A
WPP PLC NEW	ADR	92937A102	457	8337 SH	SOLE	8337 0 0	N/A
WPX ENERGY INC	COM	98212B103	3975	347672 SH	SOLE	347672 0 0	N/A
WRIGHT MED GROUP N V	ORD SHS 0.03 PAR	N96617118	335	12317 SH	SOLE	12317 0 0	N/A
WYNN RESORTS LTD	COM	983134107	246	2462 SH	SOLE	2462 0 0	N/A
WYNN RESORTS LTD	COM	983134107	3	900 SH	SOLE	900 0 0	Call
XCEL ENERGY INC	COM	98389B100	3724	75519 SH	SOLE	75519 0 0	N/A
XILINX INC	COM	983919101	605	7036 SH	SOLE	7036 0 0	N/A
XPO LOGISTICS INC	COM	983793100	287	5010 SH	SOLE	5010 0 0	N/A
XYLEM INC	COM	98419M100	2579	38805 SH	SOLE	38805 0 0	N/A
YAMANA GOLD INC	COM	98462Y100	26	11087 SH	SOLE	11087 0 0	N/A
YUM BRANDS INC	COM	988498101	5069	55289 SH	SOLE	55289 0 0	N/A
YUM CHINA HLDGS INC	COM	98850P109	4867	145061 SH	SOLE	145061 0 0	N/A
ZEBRA TECHNOLOGIES CORP	CL A	989207105	1230	7734 SH	SOLE	7734 0 0	N/A
ZIMMER BIOMET HLDGS INC	COM	98956P102	2776	26842 SH	SOLE	26842 0 0	N/A
ZIMMER BIOMET HLDGS INC	COM	98956P102	0	300 SH	SOLE	300 0 0	Put
ZIONS BANCORPORATION N A	COM	989701107	6802	167004 SH	SOLE	167004 0 0	N/A
ZIOPHARM ONCOLOGY INC	COM	98973P101	198	106580 SH	SOLE	106580 0 0	N/A
ZOETIS INC	CL A	98978V103	32643	381009 SH	SOLE	381009 0 0	N/A
ZSCALER INC	COM	98980G102	968	24682 SH	SOLE	24682 0 0	N/A
ZUORA INC	COM CL A	98983V106	4323	238261 SH	SOLE	238261 0 0	N/A
ZYNERBA PHARMACEUTICALS INC	COM	98986X109	251	84493 SH	SOLE	84493 0 0	N/A
